pheno,PC,loading
ri_HDL,1,0.06125321974026898
ri_HDL,2,0.857448964121472
ri_HDL,3,0.5109102827292328
ri_LDL,1,-0.8449626604884805
ri_LDL,2,0.31701788918388535
ri_LDL,3,-0.4307409433959378
ri_Triglicerides,1,-0.5313060751127159
ri_Triglicerides,2,-0.4053158421088521
ri_Triglicerides,3,0.7439307243849477
