Individual,PC,score
1159,1,-1.41
1159,2,-0.42
1159,3,-0.24
1160,1,0.18
1160,2,0.14
1160,3,0.49
1162,1,0.45
1162,2,-0.56
1162,3,-0.46
1164,1,-1.27
1164,2,-0.45
1164,3,0.19
1165,1,-0.13
1165,2,0.67
1165,3,0.63
1166,1,1.51
1166,2,0.9
1166,3,0.77
1172,1,0.81
1172,2,-0.27
1172,3,0.04
1175,1,-0.51
1175,2,-0.59
1175,3,-0.96
1176,1,0.56
1176,2,-0.6
1176,3,-0.4
1177,1,-0.94
1177,2,-0.09
1177,3,0.37
1178,1,0.13
1178,2,0.21
1178,3,0.55
1180,1,0.44
1180,2,-0.16
1180,3,-0.24
1181,1,-0.26
1181,2,-0.39
1181,3,0.23
1183,1,-0.83
1183,2,-0.14
1183,3,-0.11
1184,1,-0.59
1184,2,1.05
1184,3,-0.44
1185,1,0.34
1185,2,-0.29
1185,3,0.32
1186,1,0.27
1186,2,-0.17
1186,3,-0.03
1189,1,-0.74
1189,2,-0.52
1189,3,-0.09
1191,1,0.31
1191,2,-0.94
1191,3,0.51
1192,1,-0.28
1192,2,0.29
1192,3,-0.48
1197,1,0.04
1197,2,-1.52
1197,3,0.59
1204,1,-0.6
1204,2,-0.13
1204,3,-0.48
1205,1,0.53
1205,2,0.78
1205,3,-0.08
1206,1,-1.07
1206,2,-0.33
1206,3,1.48
1207,1,0.61
1207,2,0.24
1207,3,-0.47
1213,1,-0.57
1213,2,-0.33
1213,3,-0.61
1215,1,0.88
1215,2,-0.81
1215,3,0.16
1217,1,-0.63
1217,2,0.84
1217,3,0.98
1218,1,0.06
1218,2,-0.32
1218,3,1
1219,1,-0.02
1219,2,-0.4
1219,3,0.17
1220,1,0.76
1220,2,-0.63
1220,3,0.03
1221,1,-0.43
1221,2,0.73
1221,3,-0.12
1223,1,0.43
1223,2,-0.22
1223,3,0.72
1231,1,0.89
1231,2,-0.06
1231,3,-0.03
1232,1,0.69
1232,2,-0.37
1232,3,0.17
1237,1,0.49
1237,2,-1.49
1237,3,0.31
1239,1,-0.03
1239,2,-1.52
1239,3,-0.25
1249,1,0.34
1249,2,-0.01
1249,3,0.01
1250,1,0.78
1250,2,0.73
1250,3,-0.2
1251,1,-0.79
1251,2,0.01
1251,3,0.16
1252,1,-0.41
1252,2,0.25
1252,3,0.6
1253,1,0.97
1253,2,0.22
1253,3,0.34
1255,1,0.71
1255,2,-0.24
1255,3,-0.22
1257,1,1.07
1257,2,-0.59
1257,3,-0.33
1258,1,-0.1
1258,2,-0.41
1258,3,0.05
1259,1,-0.75
1259,2,0.65
1259,3,0.44
1261,1,-0.73
1261,2,0.79
1261,3,0.17
1262,1,-0.21
1262,2,0.8
1262,3,-0.46
1263,1,-0.64
1263,2,0.65
1263,3,-0.17
1264,1,-1.06
1264,2,0.39
1264,3,-0.88
1265,1,-0.31
1265,2,0.2
1265,3,0.36
1267,1,-0.26
1267,2,0.55
1267,3,0.76
1268,1,0.23
1268,2,0.67
1268,3,0.89
1269,1,-0.91
1269,2,-0.05
1269,3,-0.11
1270,1,-0.29
1270,2,0.69
1270,3,0.2
1271,1,1.01
1271,2,-0.57
1271,3,1.62
1276,1,0.69
1276,2,0.33
1276,3,-0.03
1281,1,-0.94
1281,2,-0.31
1281,3,-0.64
1282,1,-1.04
1282,2,1.07
1282,3,-0.49
1291,1,-0.94
1291,2,0.3
1291,3,0.74
1292,1,-0.94
1292,2,-1.27
1292,3,0.44
1302,1,-0.09
1302,2,1.26
1302,3,0.5
1308,1,0.16
1308,2,-0.56
1308,3,-0.11
1312,1,-1.04
1312,2,0.05
1312,3,0.42
1314,1,-0.12
1314,2,0.18
1314,3,0.02
1319,1,0.36
1319,2,-0.69
1319,3,-0.51
1332,1,1.43
1332,2,0.18
1332,3,0.01
1333,1,0.03
1333,2,0.23
1333,3,0.69
1336,1,0.36
1336,2,-0.3
1336,3,-0.47
1337,1,-0.01
1337,2,-0.19
1337,3,1.07
1338,1,-0.2
1338,2,0.65
1338,3,-0.04
1341,1,-0.29
1341,2,1.2
1341,3,0.14
1342,1,-0.43
1342,2,0.47
1342,3,-0.18
1343,1,-0.63
1343,2,0.11
1343,3,0.73
1344,1,0.07
1344,2,-0.05
1344,3,0.29
1345,1,0.39
1345,2,-0.31
1345,3,0.34
1346,1,-1.73
1346,2,0.61
1346,3,-0.38
1348,1,1.87
1348,2,-0.71
1348,3,-0.69
1350,1,0.79
1350,2,-0.22
1350,3,-0.86
1356,1,0.19
1356,2,0.1
1356,3,0.05
1358,1,0.69
1358,2,-0.14
1358,3,-0.34
1361,1,-1.08
1361,2,-0.42
1361,3,-0.6
1362,1,1.26
1362,2,0.32
1362,3,0.52
1363,1,-0.62
1363,2,0.36
1363,3,0.25
1369,1,0.33
1369,2,0.97
1369,3,1.02
1370,1,0.46
1370,2,0.28
1370,3,0.95
1371,1,0.68
1371,2,-0.64
1371,3,0.69
1373,1,-1.85
1373,2,-0.15
1373,3,-0.04
1374,1,-0.61
1374,2,-0.28
1374,3,0.22
1375,1,0.25
1375,2,0.04
1375,3,-0.14
1378,1,0.34
1378,2,-0.46
1378,3,-0.7
1379,1,0.71
1379,2,-0.66
1379,3,0.05
1380,1,-0.41
1380,2,-0.6
1380,3,-0.22
1381,1,0.32
1381,2,0.2
1381,3,0.98
1385,1,0.31
1385,2,-0.44
1385,3,0.59
1387,1,0.01
1387,2,-0.99
1387,3,-0.27
1388,1,-0.67
1388,2,-0.28
1388,3,-0.27
1391,1,1.54
1391,2,0.67
1391,3,-0.44
1392,1,1.13
1392,2,-0.38
1392,3,-0.12
1393,1,1.02
1393,2,0.34
1393,3,-0.09
1394,1,-0.06
1394,2,0.14
1394,3,0.01
1396,1,0.66
1396,2,-0.59
1396,3,0.35
1405,1,-0.03
1405,2,1.34
1405,3,0.93
1406,1,0.22
1406,2,0.77
1406,3,-0.28
1407,1,0.26
1407,2,0.72
1407,3,0.84
1408,1,0.01
1408,2,-0.05
1408,3,-0.02
1409,1,-0.53
1409,2,0.64
1409,3,0.09
1412,1,-1.2
1412,2,-0.1
1412,3,0.75
1414,1,0.62
1414,2,0.33
1414,3,0.52
1416,1,0.25
1416,2,-0.95
1416,3,0.57
1419,1,-0.52
1419,2,-0.21
1419,3,0.4
1420,1,0.51
1420,2,-0.86
1420,3,0.45
1422,1,-0.13
1422,2,-0.06
1422,3,-0.13
1423,1,-0.6
1423,2,0.24
1423,3,0.26
1424,1,1
1424,2,-0.1
1424,3,-0.01
1425,1,1.22
1425,2,0.65
1425,3,0.2
1426,1,-0.51
1426,2,0.69
1426,3,0.75
1427,1,0.08
1427,2,0.17
1427,3,0.61
1430,1,-1.13
1430,2,0.12
1430,3,-0.07
1441,1,1.73
1441,2,-0.86
1441,3,-0.63
1442,1,0.36
1442,2,0.02
1442,3,0.51
1443,1,0.44
1443,2,0.16
1443,3,-0.72
1447,1,0.26
1447,2,-1.48
1447,3,0.1
1450,1,-0.17
1450,2,-1.1
1450,3,-0.11
1451,1,0.05
1451,2,-1.47
1451,3,0.3
1452,1,0
1452,2,0.62
1452,3,0.16
1456,1,0.2
1456,2,0.13
1456,3,0.16
1457,1,0.13
1457,2,0.22
1457,3,0.17
1459,1,-0.09
1459,2,-0.55
1459,3,-0.58
1460,1,0.55
1460,2,-0.47
1460,3,-0.34
1461,1,0.1
1461,2,0.15
1461,3,-0.21
1462,1,0.42
1462,2,-0.21
1462,3,0.19
1468,1,-2.92
1468,2,0.58
1468,3,-0.4
1469,1,0.13
1469,2,0.4
1469,3,-0.76
1470,1,-0.02
1470,2,-0.14
1470,3,0.15
1473,1,-0.32
1473,2,0.85
1473,3,-0.52
1480,1,0.28
1480,2,0.6
1480,3,-0.15
1481,1,-1.05
1481,2,0.31
1481,3,-0.44
1483,1,-0.22
1483,2,-0.88
1483,3,-0.39
1484,1,-1.36
1484,2,0.05
1484,3,-0.07
1485,1,-0.94
1485,2,0.13
1485,3,-0.06
1486,1,0.48
1486,2,0.6
1486,3,0.55
1493,1,0.73
1493,2,-1.01
1493,3,0.05
1494,1,-0.45
1494,2,-0.68
1494,3,-0.47
1495,1,0.29
1495,2,-0.83
1495,3,-0.47
1499,1,-0.42
1499,2,1.41
1499,3,-0.05
1500,1,0.1
1500,2,0.08
1500,3,-0.32
1501,1,0.56
1501,2,0.63
1501,3,0.56
1502,1,0.54
1502,2,0.19
1502,3,-0.01
1503,1,-0.41
1503,2,0.45
1503,3,0.55
1508,1,0.23
1508,2,-0.7
1508,3,-0.47
1510,1,-0.08
1510,2,0.11
1510,3,-0.04
1511,1,0.58
1511,2,0.64
1511,3,-0.13
1512,1,-0.39
1512,2,0.17
1512,3,-0.58
1514,1,-0.51
1514,2,0.68
1514,3,-0.06
1518,1,-0.55
1518,2,-1.03
1518,3,0.36
1519,1,0.42
1519,2,-0.61
1519,3,-0.28
1520,1,0.04
1520,2,-0.34
1520,3,0.55
1521,1,-0.28
1521,2,-0.65
1521,3,0.45
1522,1,-0.5
1522,2,-0.07
1522,3,-0.33
1523,1,0.37
1523,2,0.76
1523,3,-0.25
1526,1,0.54
1526,2,0.08
1526,3,-0.1
1528,1,-0.02
1528,2,-0.94
1528,3,0.59
1529,1,1.13
1529,2,-0.05
1529,3,-0.39
1531,1,-0.19
1531,2,0.08
1531,3,-0.28
1532,1,0.65
1532,2,-0.2
1532,3,-0.1
1534,1,-0.97
1534,2,-0.46
1534,3,-0.14
1535,1,0.6
1535,2,-0.1
1535,3,-0.25
1536,1,0.66
1536,2,0.4
1536,3,-0.33
1537,1,0.8
1537,2,-0.71
1537,3,-0.33
1539,1,-0.54
1539,2,-0.35
1539,3,0.18
1540,1,-0.89
1540,2,-0.64
1540,3,0.16
1541,1,0.13
1541,2,-0.41
1541,3,-0.13
1544,1,0.37
1544,2,-0.11
1544,3,0.14
1546,1,-0.02
1546,2,-0.13
1546,3,-0.8
1547,1,0.37
1547,2,-1.15
1547,3,-0.63
1549,1,-0.13
1549,2,-0.09
1549,3,-0.14
1550,1,-0.69
1550,2,0.37
1550,3,-0.09
1551,1,0.43
1551,2,0.2
1551,3,0.56
1552,1,-0.07
1552,2,-0.27
1552,3,0.31
1553,1,0.28
1553,2,0.83
1553,3,-0.06
1554,1,0.68
1554,2,0.97
1554,3,-0.45
1555,1,0.28
1555,2,-1.14
1555,3,-0.4
1558,1,0.67
1558,2,0.94
1558,3,-0.21
1559,1,-0.33
1559,2,0.07
1559,3,0.01
1567,1,-0.8
1567,2,0.24
1567,3,-0.25
1569,1,0.66
1569,2,-0.37
1569,3,0.04
1571,1,-0.66
1571,2,-1.32
1571,3,0.86
1572,1,-0.45
1572,2,-0.36
1572,3,-0.57
1589,1,1.26
1589,2,-0.62
1589,3,0.02
1591,1,0.92
1591,2,0.25
1591,3,0.81
1592,1,0.57
1592,2,-1.37
1592,3,-0.4
1593,1,-0.41
1593,2,-0.18
1593,3,-0.18
1594,1,0.34
1594,2,-1.29
1594,3,-0.09
1597,1,-1.12
1597,2,-0.7
1597,3,0.04
1598,1,0.37
1598,2,-0.09
1598,3,0.37
1599,1,0.18
1599,2,-0.21
1599,3,-0.61
1600,1,-1.27
1600,2,0.94
1600,3,-0.28
1609,1,-0.08
1609,2,-0.03
1609,3,-0.72
1611,1,-0.21
1611,2,0.35
1611,3,-0.51
1612,1,0.85
1612,2,1.38
1612,3,0.27
1613,1,-0.24
1613,2,0.12
1613,3,-0.2
1614,1,0.94
1614,2,-0.09
1614,3,-0.04
1618,1,1.87
1618,2,-0.3
1618,3,0.08
1619,1,-0.09
1619,2,-0.79
1619,3,0.04
1620,1,0.6
1620,2,0.01
1620,3,-0.45
1622,1,-0.96
1622,2,1.17
1622,3,-0.06
1628,1,0.42
1628,2,0.2
1628,3,0.08
1630,1,0.71
1630,2,-0.29
1630,3,-0.37
1631,1,0.79
1631,2,-0.22
1631,3,0.13
1634,1,0.98
1634,2,-0.19
1634,3,-0.46
1635,1,-0.53
1635,2,-1.1
1635,3,-0.41
1636,1,-0.01
1636,2,-0.54
1636,3,-0.05
1637,1,-0.35
1637,2,0.87
1637,3,0.3
1638,1,0.95
1638,2,-0.31
1638,3,0.25
1639,1,0.5
1639,2,0.26
1639,3,0.57
1640,1,-0.04
1640,2,-0.22
1640,3,-0.01
1641,1,0.52
1641,2,0.17
1641,3,0.64
1642,1,-1.56
1642,2,0.62
1642,3,0.38
1643,1,-2.06
1643,2,0.01
1643,3,0.21
1644,1,-1.01
1644,2,-0.59
1644,3,-0.11
1646,1,-0.98
1646,2,0.26
1646,3,-0.59
1647,1,0.34
1647,2,-1.55
1647,3,0.72
1648,1,-0.68
1648,2,0.44
1648,3,0.49
1649,1,-0.76
1649,2,0.55
1649,3,-0.34
1650,1,-0.56
1650,2,-0.26
1650,3,-0.05
1655,1,-0.04
1655,2,0.42
1655,3,0.81
1657,1,0.31
1657,2,-1.52
1657,3,0.1
1662,1,-0.35
1662,2,1.9
1662,3,-0.11
1663,1,-0.15
1663,2,0.34
1663,3,-0.38
1664,1,-0
1664,2,0.99
1664,3,-0.2
1665,1,-0.27
1665,2,-0.01
1665,3,0.96
1667,1,0.56
1667,2,-0.5
1667,3,0.48
1669,1,0.35
1669,2,0.4
1669,3,0.5
1673,1,0.12
1673,2,-0.22
1673,3,-0.21
1674,1,-1.57
1674,2,0.27
1674,3,0.04
1675,1,0.68
1675,2,-0.88
1675,3,0.59
1677,1,0.14
1677,2,-0.65
1677,3,0.8
1678,1,-0.35
1678,2,-0.77
1678,3,0.5
1679,1,-0.91
1679,2,0.17
1679,3,0.05
1680,1,0.16
1680,2,0.21
1680,3,0.15
1681,1,-0.13
1681,2,-0.63
1681,3,-0.39
1682,1,-0.57
1682,2,-0.37
1682,3,-0.14
1685,1,0.2
1685,2,-0.28
1685,3,-0.14
1687,1,-1.08
1687,2,0.24
1687,3,0.42
1688,1,0.41
1688,2,0.18
1688,3,-0.12
1689,1,-0.32
1689,2,-0.6
1689,3,0.42
1690,1,-0.69
1690,2,-0.18
1690,3,0.15
1691,1,-1.13
1691,2,-0.31
1691,3,-0.19
1692,1,-0.26
1692,2,-1.09
1692,3,0.45
1693,1,-1.39
1693,2,0.21
1693,3,-0.51
1695,1,-0.75
1695,2,-0.32
1695,3,-0.38
1696,1,-0.18
1696,2,1.29
1696,3,0.16
1697,1,0.65
1697,2,-0.13
1697,3,0.3
1701,1,-0.8
1701,2,0.48
1701,3,-0.31
1706,1,-0.19
1706,2,0.37
1706,3,-0.08
1712,1,-0.57
1712,2,-0.29
1712,3,-0.23
1713,1,-0.62
1713,2,0.28
1713,3,-0.07
1714,1,-0.82
1714,2,0.34
1714,3,-0.66
1715,1,-0.11
1715,2,-0.24
1715,3,-0.14
1716,1,1.01
1716,2,0.92
1716,3,0.13
1717,1,0.23
1717,2,-0.06
1717,3,-0.28
1718,1,0.1
1718,2,0.88
1718,3,0.72
1720,1,-0.17
1720,2,-0.03
1720,3,-0.57
1721,1,-0.1
1721,2,0.28
1721,3,0.01
1723,1,-0.04
1723,2,-0.47
1723,3,-0.03
1724,1,-0.05
1724,2,0.47
1724,3,0.52
1725,1,0.43
1725,2,0.57
1725,3,0.53
1726,1,0.07
1726,2,-0.85
1726,3,-0.32
1727,1,-0.41
1727,2,-0.46
1727,3,-0.07
1733,1,-1.03
1733,2,0.46
1733,3,0.08
1735,1,-0.01
1735,2,0.25
1735,3,0.11
1736,1,0.24
1736,2,-1.22
1736,3,0.03
1740,1,-0.35
1740,2,1.81
1740,3,-0.29
1742,1,0.05
1742,2,1.64
1742,3,0.36
1746,1,0.52
1746,2,-0.29
1746,3,-0.41
1747,1,-1.08
1747,2,0.56
1747,3,-0.07
1748,1,-0.65
1748,2,-0.21
1748,3,-0.15
1749,1,-0.53
1749,2,-0.41
1749,3,0.16
1752,1,-0.2
1752,2,0.58
1752,3,0.04
1755,1,0.13
1755,2,-0.39
1755,3,0.11
1756,1,-0.51
1756,2,0.07
1756,3,-0.51
1757,1,0.22
1757,2,-1.04
1757,3,0.39
1758,1,0.96
1758,2,-0.23
1758,3,0.1
1759,1,0.99
1759,2,0.21
1759,3,-0.04
1760,1,0.66
1760,2,-0.59
1760,3,-0.63
1761,1,-0.98
1761,2,0.4
1761,3,-1.03
1762,1,-0.91
1762,2,-0.3
1762,3,0.5
1764,1,-0.46
1764,2,0.02
1764,3,0.21
1767,1,0.3
1767,2,0.38
1767,3,0.29
1768,1,0.56
1768,2,-0.62
1768,3,-0.46
1769,1,-0.11
1769,2,-0.37
1769,3,-0.21
1772,1,0.84
1772,2,-0.49
1772,3,-0.75
1774,1,-0.67
1774,2,0.64
1774,3,-0.12
1775,1,-0.46
1775,2,0.27
1775,3,-0.01
1777,1,-0.15
1777,2,-0.3
1777,3,0.04
1779,1,0.11
1779,2,-0.82
1779,3,0.05
1782,1,-0.07
1782,2,-0.36
1782,3,0.17
1785,1,-1.1
1785,2,-0.38
1785,3,-0.02
1786,1,0.77
1786,2,0.46
1786,3,-0.53
1787,1,0.79
1787,2,-0.74
1787,3,0.28
1788,1,1.17
1788,2,0.35
1788,3,1.24
1789,1,1.36
1789,2,0.66
1789,3,0.51
1791,1,-0.31
1791,2,-0.7
1791,3,-0.23
1793,1,0.31
1793,2,-0.54
1793,3,0.44
1794,1,-0.15
1794,2,0.88
1794,3,0.34
1795,1,0.31
1795,2,0.37
1795,3,-1.1
1796,1,0.06
1796,2,-0.7
1796,3,-0.01
1797,1,0.21
1797,2,0.34
1797,3,0.77
1798,1,1.09
1798,2,1.08
1798,3,0.28
1802,1,0.17
1802,2,-0.69
1802,3,0.17
1806,1,0.03
1806,2,1.07
1806,3,0.19
1807,1,0.26
1807,2,-0.37
1807,3,0.28
1808,1,-0.2
1808,2,-0.16
1808,3,-0.16
1809,1,0.33
1809,2,-0.42
1809,3,-0.02
1810,1,-0.57
1810,2,-0.06
1810,3,-0.42
1818,1,-0.13
1818,2,0.32
1818,3,0.21
1819,1,0.65
1819,2,0.61
1819,3,-0.17
1821,1,0.44
1821,2,-0.27
1821,3,0.45
1822,1,0.17
1822,2,-0.94
1822,3,-0.51
1825,1,0.34
1825,2,0.25
1825,3,-0.12
1826,1,-1.19
1826,2,0.48
1826,3,-1
1827,1,-0.04
1827,2,0.72
1827,3,0.17
1829,1,-0.59
1829,2,-0.28
1829,3,-0.46
1833,1,-0.5
1833,2,-0.36
1833,3,0.47
1834,1,0.72
1834,2,0.08
1834,3,-0.86
1836,1,-1
1836,2,-0.78
1836,3,0.27
1841,1,0.52
1841,2,0.08
1841,3,0.67
1846,1,-0.03
1846,2,0.12
1846,3,0.57
1847,1,0.59
1847,2,-0.44
1847,3,-0.2
1848,1,-1.09
1848,2,-0.19
1848,3,0.29
1849,1,0.95
1849,2,0.91
1849,3,0.42
1850,1,0.08
1850,2,-0.11
1850,3,0.01
1851,1,-0.22
1851,2,-1.39
1851,3,0.16
1854,1,-0.05
1854,2,0.97
1854,3,0.31
1860,1,-0.17
1860,2,-0.2
1860,3,-0.64
1864,1,-1.34
1864,2,-0.98
1864,3,0.1
1867,1,0.38
1867,2,-0.57
1867,3,0.27
1868,1,-0.71
1868,2,0.64
1868,3,0.09
1869,1,0.3
1869,2,0.87
1869,3,0.19
1871,1,0.92
1871,2,-0.1
1871,3,0.24
1872,1,0.48
1872,2,-0.14
1872,3,0.22
1873,1,-0.8
1873,2,-0
1873,3,-0.21
1875,1,0.01
1875,2,0.48
1875,3,-0.02
1876,1,0.74
1876,2,-0.7
1876,3,-0.26
1878,1,0.77
1878,2,1.21
1878,3,-0.05
1879,1,-0.24
1879,2,0.77
1879,3,-0.53
1881,1,-0.31
1881,2,0.84
1881,3,-0.15
1882,1,-0.1
1882,2,0.71
1882,3,-0.25
1883,1,-0.24
1883,2,1.23
1883,3,-0.37
1887,1,0.2
1887,2,1.32
1887,3,0.36
1888,1,0.45
1888,2,-0.32
1888,3,1.23
1892,1,-0.09
1892,2,-0.02
1892,3,-0.45
1893,1,-0.19
1893,2,0.66
1893,3,-0.08
1894,1,0.93
1894,2,0.37
1894,3,-0.41
1895,1,0.73
1895,2,-0.13
1895,3,-0.03
1896,1,0.35
1896,2,-0.87
1896,3,-0.38
1897,1,-1.46
1897,2,0.82
1897,3,0.32
1898,1,0.32
1898,2,0.44
1898,3,0.35
1899,1,0.71
1899,2,-0.04
1899,3,0.56
1900,1,0.55
1900,2,0.49
1900,3,0.39
1902,1,0.51
1902,2,-0.6
1902,3,-0.38
1903,1,0.87
1903,2,-0.07
1903,3,-0.41
1904,1,-0.24
1904,2,-0.77
1904,3,-0.24
1905,1,-0.57
1905,2,-0.18
1905,3,-0.42
1906,1,0.57
1906,2,0.14
1906,3,-0.02
1913,1,-0.2
1913,2,0.13
1913,3,-0.21
1914,1,-0.23
1914,2,-0.53
1914,3,0.27
1918,1,0.42
1918,2,-0.42
1918,3,-0.17
1921,1,-0.51
1921,2,0.35
1921,3,0.19
1926,1,-0.09
1926,2,-2.06
1926,3,0.59
1928,1,0.49
1928,2,-0.16
1928,3,-0.27
1929,1,0.59
1929,2,0.35
1929,3,-0.5
1930,1,-0.18
1930,2,-0.15
1930,3,0.19
1931,1,0.38
1931,2,0.64
1931,3,-0.01
1932,1,-0.35
1932,2,-0.96
1932,3,0.47
1934,1,0.52
1934,2,-0.09
1934,3,0.73
1935,1,0.68
1935,2,0.3
1935,3,0.9
1937,1,-0.64
1937,2,0.42
1937,3,-0.66
1938,1,-0.48
1938,2,-0.3
1938,3,0.32
1939,1,-0.2
1939,2,-0.2
1939,3,-0.35
1940,1,0.28
1940,2,-0.83
1940,3,0.08
1948,1,-0.89
1948,2,0.21
1948,3,0.11
1949,1,-0.51
1949,2,0.62
1949,3,0.75
1950,1,2.32
1950,2,0.82
1950,3,0.4
1951,1,-0.66
1951,2,0.76
1951,3,0.12
1952,1,1.08
1952,2,0.01
1952,3,0.15
1955,1,0.12
1955,2,-1.03
1955,3,-0.16
1956,1,-0.98
1956,2,-0.25
1956,3,0.54
1957,1,0.67
1957,2,1.14
1957,3,-0.51
1958,1,-0.11
1958,2,1.06
1958,3,-0.02
1963,1,-0.48
1963,2,-0.66
1963,3,-0.08
1964,1,0.7
1964,2,-1.02
1964,3,-0.97
1967,1,0.15
1967,2,-0.35
1967,3,0.23
1969,1,-1.07
1969,2,0.47
1969,3,0.47
1970,1,0.77
1970,2,-1.15
1970,3,-0.1
1971,1,-0.27
1971,2,-0.37
1971,3,0.37
1974,1,0.24
1974,2,0.74
1974,3,-0.09
1977,1,0.52
1977,2,1.33
1977,3,0.53
1981,1,0.4
1981,2,-0.46
1981,3,0.16
1982,1,-0.14
1982,2,0.06
1982,3,0.33
1983,1,1.4
1983,2,-0.68
1983,3,-0.83
1984,1,-0.11
1984,2,-0.49
1984,3,-0.69
1985,1,0.3
1985,2,0.38
1985,3,0.27
1987,1,0.58
1987,2,-0.43
1987,3,-0.45
1988,1,0.38
1988,2,-0.12
1988,3,-0.35
1991,1,-1.07
1991,2,1.13
1991,3,0.43
1992,1,-0.45
1992,2,-0.11
1992,3,-0.62
1995,1,0.04
1995,2,0.41
1995,3,-0.68
1996,1,-0.43
1996,2,0.25
1996,3,-0.12
1997,1,0.32
1997,2,0.01
1997,3,0.03
1998,1,-0.19
1998,2,-0.55
1998,3,0.06
2002,1,-0.26
2002,2,-0.81
2002,3,0.31
2007,1,-0.55
2007,2,0.61
2007,3,-0.44
2009,1,-0.29
2009,2,0.02
2009,3,0.77
2011,1,-0.23
2011,2,-0.21
2011,3,0.36
2012,1,-0.36
2012,2,0.23
2012,3,0.53
2015,1,0.14
2015,2,-0.1
2015,3,-0.42
2016,1,0.24
2016,2,-0.51
2016,3,-0.47
2017,1,0.82
2017,2,-1.1
2017,3,-0.44
2020,1,0.68
2020,2,-0.76
2020,3,0.06
2022,1,-0.42
2022,2,-0.19
2022,3,-0.42
2023,1,0.36
2023,2,0.6
2023,3,-0.51
2024,1,0.19
2024,2,-0.11
2024,3,0.33
2025,1,0.49
2025,2,-0.45
2025,3,-0.61
2026,1,-0.12
2026,2,1.07
2026,3,0.1
2027,1,-0.68
2027,2,-0.62
2027,3,-0
2028,1,0.03
2028,2,-0.47
2028,3,0.66
2038,1,-0.06
2038,2,1.15
2038,3,0.12
2039,1,-0.14
2039,2,-0.09
2039,3,-0.5
2045,1,1
2045,2,0.71
2045,3,0.77
2046,1,-0.09
2046,2,0.48
2046,3,0.1
2055,1,-0.88
2055,2,-1.47
2055,3,0.03
2063,1,-0.44
2063,2,-0.07
2063,3,-0.41
2064,1,-0.89
2064,2,0.19
2064,3,-0.06
2065,1,-0.62
2065,2,0.04
2065,3,-0.58
2066,1,-1.87
2066,2,-0.17
2066,3,0.11
2067,1,1.32
2067,2,-0.6
2067,3,-0.26
2069,1,0.43
2069,2,-0.41
2069,3,-0.38
2070,1,0.47
2070,2,-0.2
2070,3,0.22
2071,1,-0.4
2071,2,-1.05
2071,3,0.11
2072,1,0.15
2072,2,-0.03
2072,3,-0.04
2073,1,-0.3
2073,2,0.13
2073,3,0.12
2079,1,-0.31
2079,2,0.89
2079,3,0.5
2083,1,-0.12
2083,2,0.13
2083,3,0.34
2085,1,-0.31
2085,2,-0.45
2085,3,0.35
2086,1,1.61
2086,2,-0.24
2086,3,0.12
2095,1,-0.59
2095,2,-0.41
2095,3,1.47
2096,1,-1.06
2096,2,-0.34
2096,3,0.46
2097,1,0.4
2097,2,0.08
2097,3,0.41
2098,1,-1.38
2098,2,-0.57
2098,3,0.43
2099,1,0.06
2099,2,0.86
2099,3,0.11
2100,1,-0
2100,2,0.61
2100,3,0.62
2101,1,0.08
2101,2,0.1
2101,3,0.92
2102,1,-0.34
2102,2,-0.58
2102,3,0.94
2108,1,0.04
2108,2,-0.57
2108,3,0.08
2113,1,1.16
2113,2,0.17
2113,3,0.5
2114,1,-0.4
2114,2,0.06
2114,3,-0
2115,1,1.01
2115,2,1.88
2115,3,-0.11
2116,1,0.71
2116,2,0.24
2116,3,0.17
2117,1,1.02
2117,2,1.28
2117,3,-0.32
2119,1,-0.25
2119,2,-1.06
2119,3,-0.05
2120,1,0.19
2120,2,-0.3
2120,3,-0.07
2126,1,-1.06
2126,2,-0.73
2126,3,1.01
2128,1,0.04
2128,2,0.65
2128,3,0.6
2129,1,0.68
2129,2,0.16
2129,3,-0.41
2131,1,1.43
2131,2,-0.46
2131,3,-0.22
2132,1,1.45
2132,2,0.76
2132,3,-0.27
2137,1,0.15
2137,2,0.24
2137,3,-0.05
2138,1,0.45
2138,2,0.69
2138,3,0.23
2140,1,0.58
2140,2,-0.53
2140,3,0.26
2141,1,0.92
2141,2,-0.59
2141,3,0.72
2142,1,0.46
2142,2,0.15
2142,3,0.68
2143,1,-0.06
2143,2,0.74
2143,3,-0.32
2149,1,2.03
2149,2,0.36
2149,3,0.61
2151,1,0.12
2151,2,0.4
2151,3,-0.31
2152,1,-0.04
2152,2,-0.51
2152,3,0.16
2155,1,-0.44
2155,2,-0.01
2155,3,-0.17
2157,1,-0.02
2157,2,0.65
2157,3,-0.55
2159,1,-0.1
2159,2,-0.18
2159,3,0.21
2160,1,-0.88
2160,2,0.41
2160,3,-0.1
2164,1,0.38
2164,2,0.93
2164,3,0.09
2173,1,0.61
2173,2,0.48
2173,3,-0.14
2174,1,-0.73
2174,2,0.21
2174,3,-0.2
2175,1,-0.63
2175,2,0.04
2175,3,0.17
2176,1,-0.24
2176,2,-0.04
2176,3,-0.77
2179,1,0.06
2179,2,0.67
2179,3,0.01
2198,1,-0.13
2198,2,-0.92
2198,3,0.15
2199,1,-0.58
2199,2,-0.3
2199,3,0.23
2203,1,-0.8
2203,2,-0.38
2203,3,1.25
2205,1,-0.67
2205,2,0.38
2205,3,-0.1
2206,1,-0.08
